"indID","sex","min_age","broodID","pairID","mateID","year","hatch_size","par_load","relative_par_load","period","BB","BUVC","YB","YUVC","YC","laydate","Nestbag"
5597300,"M",7,"pir153","6989039_5597300",6989039,2015,8,18,2.25,"C",8.452616,0.340843,10.927604,0.237613,0.786004,NA,1
5597319,"F",2,"pir30","5597319_5117537",5117537,2010,7,119,17,"F",12.553402,0.315859,13.474701,0.228634,0.595508,NA,1
5597333,"F",2,"pir120","5597333_5597334",5597334,2010,6,57,9.5,"F",11.129672,0.320943,21.963499,0.217341,0.723694,122,1
5597333,"F",3,"pir120","5597333_5597334",5597334,2011,6,81,13.5,"F",14.310259,0.317845,13.096825,0.173833,0.902556,NA,1
5597333,"F",4,"pir46","5597333_5563934",5563934,2012,7,77,11,"F",5.207538,0.306573,11.429323,0.203193,0.775495,NA,1
5597333,"F",5,"pir49","5597333_6000909",6000909,2013,8,68,8.5,"F",21.696295,0.367808,21.342772,0.210388,0.680333,NA,1
5597334,"M",3,"pir120","5597333_5597334",5597333,2010,6,57,9.5,"F",26.564257,0.347098,14.725964,0.22658,0.722587,122,1
5597334,"M",4,"pir120","5597333_5597334",5597333,2011,6,81,13.5,"F",14.2091,0.352913,11.251419,0.225605,0.846607,NA,1
5597335,"F",2,"pir122","5597335_5116804",5116804,2010,5,39,7.8,"F",12.397162,0.284939,22.359372,0.190552,0.609027,NA,1
5597335,"F",3,"pir125","5597335_4736747",4736747,2011,8,34,4.25,"F",6.358317,0.308262,15.595528,0.190523,0.745324,NA,1
5597336,"F",2,"pir127","5597336_5116592",5116592,2010,6,61,10.17,"F",12.66102,0.3101,13.469263,0.190295,0.840357,NA,1
5597337,"M",2,"pir15","5597338_5597337",5597338,2010,5,58,11.6,"F",23.527993,0.353681,17.427014,0.207256,0.812975,NA,1
5597339,"F",3,"pir113","5597339_5117389",5117389,2010,6,108,18,"F",10.19624,0.338352,22.296822,0.215611,0.744175,NA,1
5597683,"M",5,"pir110","5545066_5597683",5545066,2014,9,24,2.67,"F",10.168483,0.360559,14.503958,0.214842,0.884834,NA,1
5597700,"F",2,"pir40","5597700_4960593",4960593,2010,5,48,9.6,"F",14.293165,0.296258,18.218089,0.210668,0.749295,120,1
5597700,"F",3,"pir40","5597700_5597297",5597297,2011,9,38,4.22,"F",12.746721,0.289216,11.970009,0.192299,0.842977,NA,1
5597700,"F",4,"pir42","5597700_5563976",5563976,2012,7,43,6.14,"F",13.807617,0.318007,14.791956,0.213265,0.745126,135,1
5597787,"F",3,"pir158","5597787_NA",NA,2011,6,23,3.83,"C",13.739352,0.362883,17.999891,0.289474,0.360295,131,1
5597794,"F",6,"pir74","5597794_6990770",6990770,2015,5,75,15,"F",10.129821,0.314919,14.031804,0.192878,0.769877,NA,1
5597796,"F",2,"pir1","5597796_5117504",5117504,2011,8,98,12.25,"C",9.614967,0.346016,28.345681,0.264687,0.416234,NA,1
5597800,"M",5,"pir154","5597333_5597800",5597333,2014,3,27,9,"F",13.022827,0.372225,16.237557,0.215263,0.812238,NA,1
5597821,"F",3,"pir66","5597821_5597820",5597820,2010,6,94,15.67,"F",11.376342,0.290508,17.358071,0.191018,0.700231,NA,1
5597821,"F",4,"pir65","5597821_NA",NA,2011,7,81,11.57,"F",9.104378,0.318575,16.156133,0.206011,0.826768,NA,1
5597822,"F",2,"pir155","5597822_5597823",5597823,2010,7,114,16.29,"F",14.483139,0.300758,19.507062,0.205809,0.668698,134,1
5597823,"M",3,"pir155","5597822_5597823",5597822,2010,7,114,16.29,"F",16.455397,0.372082,21.011218,0.218689,0.74951,134,1
5597831,"M",2,"pir53","5535875_5597831",5535875,2010,7,88,12.57,"F",13.594887,0.341496,22.188787,0.223613,0.56902,121,1
5597836,"F",4,"pir232","5597836_6681719",6681719,2014,9,29,3.22,"C",8.862937,0.350147,13.131189,0.228054,0.748004,NA,1
5597837,"F",4,"pir105","5597837_6681722",6681722,2014,8,29,3.62,"F",10.560146,0.337279,15.771075,0.197215,0.77729,122,1
5597843,"F",2,"pir202","5597843_5597299",5597299,2011,7,42,6,"C",9.285578,0.377872,14.642193,0.246487,0.75211,125,1
5597844,"M",3,"pir6","5563151_5597844",5563151,2011,7,66,9.43,"F",7.673298,0.388471,16.702434,0.217785,0.892101,121,1
5597846,"M",4,"pir158","6681727_5597846",6681727,2013,5,80,16,"F",26.369236,0.461191,15.346181,0.231485,0.761502,133,1
5597847,"F",3,"pir154","5597847_5597846",5597846,2011,4,66,16.5,"F",9.552349,0.319067,18.010537,0.198795,0.583248,120,1
5597847,"F",4,"pir52","5597847_5117792",5117792,2012,6,30,5,"F",11.781969,0.309931,15.420327,0.205642,0.559917,NA,1
5597857,"M",3,"pir136","5597856_5597857",5597856,2011,4,38,9.5,"F",9.076139,0.365463,15.342089,0.195745,0.801587,NA,1
5597862,"M",2,"pir22","4736142_5597862",4736142,2011,3,35,11.67,"F",6.147318,0.435586,15.038918,0.199099,0.858323,133,1
5597862,"M",3,"pir24","NA_5597862",NA,2012,5,10,2,"F",15.707011,0.396863,12.352828,0.240085,0.875401,NA,1
5597862,"M",5,"pir26","6680450_5597862",6680450,2014,5,12,2.4,"F",11.398295,0.394763,15.644324,0.222657,0.840377,127,1
5994616,"F",3,"pir87","5994616_5563165",5563165,2011,8,100,12.5,"C",11.445574,0.33617,10.386222,0.247633,0.583083,124,1
5994620,"F",2,"pir24","5994620_5994621",5994621,2011,6,37,6.17,"F",9.228396,0.352695,18.003817,0.186127,0.702315,123,1
5994621,"M",2,"pir24","5994620_5994621",5994620,2011,6,37,6.17,"F",10.624886,0.355227,15.992071,0.201509,0.970405,123,1
5994621,"M",3,"pir22","6680450_5994621",6680450,2012,4,74,18.5,"F",7.385883,0.433361,16.663021,0.227542,0.629884,132,1
5995674,"M",3,"pir62","5116821_5995674",5116821,2011,6,30,5,"C",13.377608,0.445844,8.091216,0.245853,0.884446,129,1
6000909,"M",3,"pir49","5597333_6000909",5597333,2013,8,68,8.5,"C",11.432813,0.394325,14.340932,0.241311,0.830106,NA,1
6000920,"F",2,"pir121","6000920_NA",NA,2012,9,48,5.33,"F",10.241253,0.36707,16.540842,0.216387,0.501426,142,1
6000920,"F",3,"pir41","6000920_6401425",6401425,2013,6,83,13.83,"F",23.927174,0.349048,19.05183,0.220158,0.428321,121,1
6000969,"F",3,"pir138","6000969_5563291",5563291,2011,6,69,11.5,"F",12.686067,0.336375,13.424234,0.208341,0.722833,NA,1
6000988,"F",4,"pir41","6000988_6401176",6401176,2014,9,7,0.78,"F",12.786654,0.357249,19.138129,0.210782,0.751923,NA,1
6000988,"F",5,"pir247","6000988_4960802",4960802,2015,7,48,6.86,"C",8.796246,0.328851,11.516675,0.241498,0.758258,NA,1
6400656,"M",6,"pir139","7973838_6400656",7973838,2017,4,33,8.25,"F",13.4901875401925,0.344300436959983,14.2275514649626,0.239303110089491,0.697253494629936,110,1
6400673,"M",3,"pir107","5117102_6400673",5117102,2014,4,2,0.5,"C",13.930146,0.376973,13.181837,0.236578,0.824661,NA,1
6401176,"M",3,"pir43","5597700_6401176",5597700,2013,5,41,8.2,"F",23.089026,0.396308,21.646148,0.230213,0.77485,NA,1
6401202,"M",3,"pir85","0_6401202",0,2013,5,42,8.4,"F",19.323305,0.357152,13.93784,0.212023,0.732054,126,1
6401202,"M",4,"pir85","6989127_6401202",6989127,2014,5,0,0,"F",19.195598,0.358615,14.719592,0.219659,0.743754,125,1
6401205,"F",3,"pir22","6401205_5597332",5597332,2013,5,52,10.4,"F",23.93093,0.322288,13.743829,0.215851,0.796085,127,1
6401205,"F",4,"pir22","6401205_6996733",6996733,2014,6,23,3.83,"F",12.691273,0.323197,15.932649,0.184293,0.725591,NA,1
6401205,"F",5,"pir26","6401205_5597862",5597862,2015,6,23,3.83,"F",14.80008,0.320717,12.960526,0.213053,0.658856,120,1
6401346,"M",4,"pir80","5597239_6401346",5597239,2012,7,36,5.14,"F",14.899243,0.369439,15.564801,0.238532,0.883362,NA,1
6401430,"M",3,"pir38","3661547_6401430",3661547,2014,6,11,1.83,"F",12.965436,0.360617,16.394384,0.213024,0.81383,NA,1
6401430,"M",4,"pir37","7207935_6401430",7207935,2015,7,53,7.57,"C",8.060204,0.344347,11.448244,0.236981,0.681623,NA,1
6680076,"M",3,"pir95","6681732_6680076",6681732,2014,7,19,2.71,"F",19.088545,0.421041,17.592419,0.227542,0.919802,NA,1
6680079,"M",5,"pir32","6996676_6680079",6996676,2014,7,55,7.86,"F",17.236059,0.352351,16.899662,0.19257,0.70428,127,1
6680106,"M",3,"pir158","7207641_6680106",7207641,2014,5,1,0.2,"F",12.273638,0.375381,15.049749,0.196846,0.852179,121,1
6680444,"F",2,"pir139","6680444_5994617",5994617,2012,7,61,8.71,"F",8.298636,0.352405,14.309025,0.203712,0.449056,NA,1
6680450,"F",2,"pir22","6680450_5994621",5994621,2012,4,74,18.5,"F",7.749067,0.34793,11.057724,0.239069,0.676707,132,1
6680455,"F",2,"pir47","6680455_6680456",6680456,2012,6,77,12.83,"C",15.964148,0.333425,24.920387,0.244386,0.503358,NA,1
6680475,"M",2,"pir132","NA_6680475",NA,2012,4,22,5.5,"C",10.355898,0.419288,16.200902,0.241186,0.740254,NA,1
6680480,"M",2,"pir97","6000969_6680480",6000969,2012,9,17,1.89,"F",17.241859,0.372886,NA,NA,NA,NA,1
6681719,"M",4,"pir232","5597836_6681719",5597836,2014,9,29,3.22,"C",14.614,0.405183,16.836201,0.250833,0.742514,NA,1
6681721,"F",3,"pir47","6681721_6000909",6000909,2014,7,7,1,"F",13.3607,0.331846,15.34172,0.195403,0.840413,NA,1
6681721,"F",5,"pir64","6681721_6988747",6988747,2016,6,20,3.33,"F",12.726618,0.314127,14.6655,0.210221,0.728041,NA,1
6681727,"F",2,"pir158","6681727_5597846",5597846,2013,5,80,16,"F",23.175709,0.336738,18.444791,0.226669,0.586681,133,1
6681727,"F",3,"pir159","6681727_5597846",5597846,2014,6,32,5.33,"F",11.642725,0.317292,20.605446,0.204867,0.762488,119,1
6681727,"F",4,"pir159","6681727_6680106",6680106,2015,5,50,10,"C",7.249116,0.293245,12.511687,0.227382,0.672021,107,1
6681729,"M",5,"tua216","7208296_6681729",7208296,2016,7,45,6.43,"F",11.36301,0.346933,13.29711,0.209085,0.725817,117,1
6681729,"M",6,"tua217","6990952_6681729",6990952,2017,6,20,3.33,"F",11.70807844319,0.344323008966371,13.7244009636412,0.194038373586691,0.905890940126615,106,1
6681731,"M",6,"pir247","7973502_6681731",7973502,2017,6,65,10.83,"F",8.93569289179512,0.337307579602902,15.9329009641626,0.227273532829561,0.746688740357663,NA,1
6988703,"M",2,"pir48","6989025_6988703",6989025,2014,6,7,1.17,"C",12.9034,0.397295,19.700889,0.24706,0.661121,NA,1
6988711,"M",2,"pir80","6989128_6988711",6989128,2014,7,17,2.43,"C",12.415055,0.404929,20.331926,0.219894,0.817051,121,1
6988747,"M",2,"pir64","6989124_6988747",6989124,2014,7,58,8.29,"C",16.14854,0.377914,11.175753,0.233532,0.882543,NA,1
6988777,"F",2,"pir90","6988777_0",0,2014,6,3,0.5,"C",14.985862,0.375617,10.232961,0.233056,0.914123,129,1
6988780,"F",2,"pir81","6988780_3661246",3661246,2014,5,8,1.6,"C",9.764802,0.362541,12.827191,0.22923,0.903616,130,1
6989016,"F",2,"pir53","6989016_6989017",6989017,2014,8,39,4.88,"C",11.524221,0.389833,11.320255,0.222989,0.909734,NA,1
6989017,"M",3,"pir53","6989016_6989017",6989016,2014,8,39,4.88,"C",13.522899,0.401992,18.920123,0.237131,0.527466,NA,1
6989025,"F",3,"pir48","6989025_6988703",6988703,2014,6,7,1.17,"F",13.022538,0.346474,21.234987,0.222503,0.679977,NA,1
6989025,"F",4,"pir49","6989025_7530527",7530527,2015,5,58,11.6,"C",11.280973,0.322434,13.394433,0.214924,0.895899,NA,1
6989028,"M",3,"pir113","5597053_6989028",5597053,2016,3,96,32,"C",10.713699,0.329899,13.928779,0.247866,0.636795,NA,1
6989028,"M",4,"pir114","7531223_6989028",7531223,2017,5,73,14.6,"C",7.61289154003884,0.35054067717225,14.4573898111376,0.246868586383443,0.716636133534274,110,1
6989028,"M",5,"pir114","7531223_6989028",7531223,2018,5,19,3.8,"F",12.2971427328914,0.323351184496154,15.1835078471618,0.20400668122208,0.728739916158615,NA,1
6989029,"M",2,"pir14","6400681_6989029",6400681,2015,4,31,7.75,"C",8.295324,0.325098,14.778375,0.237581,0.836026,NA,1
6989029,"M",3,"pir132","7207702_6989029",7207702,2016,9,132,14.67,"C",10.444442,0.347015,13.288316,0.270382,0.518186,NA,1
6989029,"M",4,"pir12","7207702_6989029",7207702,2017,6,67,11.17,"F",15.5892590590222,0.315574929808814,15.9495269213917,0.229365714978741,0.791484044026736,NA,1
6989039,"F",2,"pir153","6989039_5597300",5597300,2015,8,18,2.25,"F",9.943003,0.307119,12.297902,0.192241,0.730567,NA,1
6989039,"F",3,"pir51","6989039_6989017",6989017,2016,9,33,3.67,"F",10.039028,0.294993,13.723514,0.210026,0.651481,NA,1
6989039,"F",4,"pir46","6989039_7530325",7530325,2017,7,44,6.29,"C",6.2473535130089,0.351883922844819,10.2471511848397,0.229174323178295,0.574057008065103,113,1
6989124,"F",2,"pir64","6989124_6988747",6988747,2014,7,58,8.29,"F",9.819984,0.320761,16.021815,0.198998,0.755599,NA,1
6989127,"F",2,"pir85","6989127_6401202",6401202,2014,5,0,0,"C",8.794506,0.327612,11.655757,0.234714,0.83943,125,1
6989131,"F",3,"pir129","6989131_6996660",6996660,2015,7,32,4.57,"C",6.425887,0.312184,12.597556,0.236829,0.715606,118,1
6990786,"M",2,"pir80","6996779_6990786",6996779,2016,6,32,5.33,"F",10.096915,0.310475,13.80645,0.219142,0.912201,131,1
6990819,"F",3,"pir159","6990819_6996659",6996659,2017,7,67,9.57,"F",12.7475095347474,0.310238866142091,11.4804285940265,0.229958651799755,0.685092565087094,103,1
6990955,"M",5,"pir249","8183933_6990955",8183933,2018,5,58,11.6,"C",14.260446701799,0.365626124300052,11.2265938630878,0.238071136180829,0.680072624720588,117,1
6990959,"F",3,"pir65","6990959_7207953",7207953,2016,6,10,1.67,"C",7.215517,0.326011,12.266263,0.251884,0.674291,128,1
6990959,"F",4,"pir65","6990959_7530498",7530498,2017,5,25,5,"F",10.6672268442962,0.333551293621899,15.8274016524498,0.225354770300464,0.610270450918694,115,1
6990964,"F",3,"pir1","6990964_6996719",6996719,2016,7,37,5.29,"F",11.21376,0.326506,14.338295,0.225337,0.75186,117,1
6990964,"F",4,"pir1","6990964_6996719",6996719,2017,5,71,14.2,"C",7.56147404269876,0.35311227699843,15.3059718364702,0.20881827261973,0.653605596412931,109,1
6990966,"F",2,"pir154","6990966_5597300",5597300,2016,8,46,5.75,"C",6.044811,0.30352,12.721418,0.238583,0.616814,NA,1
6990967,"F",2,"pir60","6990967_6996793",6996793,2016,7,45,6.43,"C",6.451167,0.322642,14.330276,0.224415,0.666641,116,1
6990969,"F",2,"pir127","6990969_7717869",7717869,2016,5,37,7.4,"C",8.262499,0.326314,15.782768,0.237217,0.583061,NA,1
6990970,"F",2,"pir18","6990970_7207983",7207983,2016,9,67,7.44,"F",9.048647,0.299522,11.552725,0.201617,0.804355,134,1
6990970,"F",3,"pir15","6990970_7207983",7207983,2017,7,32,4.57,"C",6.42476082417139,0.34408855563798,10.8086050668157,0.231117831411793,0.610589391844991,130,1
6990972,"F",2,"pir48","6990972_7530315",7530315,2016,6,7,1.17,"F",10.989474,0.336815,15.666682,0.227579,0.602083,NA,1
6990972,"F",3,"pir47","6990972_7530315",7530315,2017,4,95,23.75,"F",7.21276906395971,0.327633375256866,15.395414224076,0.23478580050982,0.524092448645506,NA,1
6990972,"F",4,"pir49","6990972_7530315",7530315,2018,6,110,18.33,"F",6.63204032778144,0.322332101492987,12.1926806930016,0.208084622266659,0.707841784433524,NA,1
6990972,"F",5,"pir62","6990972_NA",NA,2019,6,27,4.5,"F",7.81583115974489,0.326375093482544,9.39296875932639,0.225646558538552,0.461769221992415,NA,1
6996659,"M",3,"pir158","7207641_6996659",7207641,2015,5,5,1,"C",11.333549,0.324534,15.681363,0.235705,0.745659,111,1
6996686,"F",3,"pir101","6996686_7207529",7207529,2014,7,10,1.43,"F",15.698328,0.350538,14.753932,0.235888,0.673836,118,1
6996719,"M",3,"pir1","6990964_6996719",6990964,2016,7,37,5.29,"F",13.345256,0.331161,13.150962,0.216515,0.744105,117,1
6996719,"M",4,"pir1","6990964_6996719",6990964,2017,5,71,14.2,"C",9.34766936517894,0.348805012548019,14.5150473260952,0.219392113170203,0.477872229280338,109,1
6996720,"M",5,"pir204","7530220_6996720",7530220,2018,7,45,6.43,"C",8.466234718948,0.324621497874704,13.8865580632887,0.241065381291389,0.583153346602801,116,1
6996733,"M",3,"pir22","6401205_6996733",6401205,2014,6,23,3.83,"F",12.816815,0.37859,18.246206,0.189214,0.772026,NA,1
6996736,"F",2,"pir32","6996736_6680079",6680079,2015,5,83,16.6,"F",7.601823,0.294952,11.887616,0.234507,0.642606,119,1
6996738,"M",2,"pir157","7530412_6996738",7530412,2015,4,17,4.25,"C",11.731709,0.323985,14.731949,0.233215,0.661509,121,1
6996754,"M",2,"pir18","0_6996754",0,2015,7,63,9,"C",10.058056,0.343099,12.657036,0.241219,0.696489,120,1
6996754,"M",4,"pir126","7717875_6996754",7717875,2017,4,13,3.25,"F",11.1348904012456,0.363947630800485,12.7717141488084,0.249711618177979,0.682289991949769,NA,1
6996758,"F",2,"pir39","6996758_7207978",7207978,2015,6,51,8.5,"C",7.179042,0.296522,15.249123,0.233756,0.50595,125,1
6996758,"F",3,"pir40","6996758_7207978",7207978,2016,9,47,5.22,"C",6.180835,0.304594,12.669432,0.224472,0.766419,118,1
6996789,"M",3,"pir116","5597041_6996789",5597041,2016,2,12,6,"F",14.03882,0.346466,16.435594,0.220122,0.800367,NA,1
6996790,"F",2,"pir44","6996790_7530433",7530433,2015,4,61,15.25,"C",8.7773,0.307871,12.113326,0.242892,0.622974,NA,1
6996790,"F",3,"pir208","6996790_7530433",7530433,2016,7,100,14.29,"F",9.406725,0.29936,14.90603,0.23348,0.511997,NA,1
6996790,"F",4,"pir44","6996790_7530433",7530433,2017,5,41,8.2,"C",6.65630890717258,0.317591319212985,10.786783591777,0.246502672194811,0.54300751075658,NA,1
6996793,"M",4,"pir60","6990967_6996793",6990967,2016,7,45,6.43,"C",12.664985,0.35349,11.466799,0.25104,0.647305,116,1
6996793,"M",5,"pir56","6990967_6996793",6990967,2017,6,68,11.33,"C",12.8030249647608,0.358506004752507,15.0489615409233,0.24418347093689,0.630559921494562,NA,1
7207529,"M",3,"pir101","6996686_7207529",6996686,2014,7,10,1.43,"F",14.629265,0.362165,16.001405,0.217831,0.890221,118,1
7207538,"F",3,"tua211","7207538_7207934",7207934,2016,7,115,16.43,"C",6.759996,0.305773,12.685693,0.233831,0.552772,130,1
7207547,"M",3,"pir244","NA_7207547",NA,2016,7,47,6.71,"C",11.573265,0.329283,13.396126,0.251982,0.631722,NA,1
7207547,"M",4,"pir243","7717624_7207547",7717624,2017,4,14,3.5,"C",7.89245684746602,0.333609375036106,13.5190125903412,0.243307596859819,0.740541675859867,107,1
7207547,"M",5,"pir243","7208213_7207547",7208213,2018,8,29,3.62,"F",18.7658513585579,0.311389758488571,11.737082547674,0.214810319413079,0.791310858575557,NA,1
7207547,"M",6,"pir246","8183077_7207547",8183077,2019,5,86,17.2,"F",12.4347959082779,0.359324366138801,11.1112059630971,0.234198640676163,0.687065259728765,NA,1
7207641,"F",3,"pir158","7207641_6680106",6680106,2014,5,1,0.2,"F",12.594997,0.349967,16.577259,0.196548,0.769272,121,1
7207641,"F",4,"pir158","7207641_6996659",6996659,2015,5,5,1,"F",8.806307,0.314436,17.851062,0.192152,0.611524,111,1
7207675,"F",4,"pir42","7207675_7717621",7717621,2017,6,18,3,"F",11.6386338787667,0.318525550268497,15.0465476272993,0.23591269395351,0.683717602089718,NA,1
7207675,"F",5,"pir41","7207675_7717621",7717621,2018,6,31,5.17,"C",9.00637349488417,0.326535468681867,8.22314518784545,0.238161492707724,0.641555170778199,123,1
7207686,"F",3,"pir98","7207686_6680480",6680480,2014,6,19,3.17,"C",7.825099,0.380602,15.33337,0.236852,0.780807,128,1
7207696,"F",2,"pir134","7207696_7530443",7530443,2015,5,74,14.8,"F",22.8852,0.299281,14.803406,0.220623,0.684455,120,1
7207696,"F",3,"pir134","7207696_7530219",7530219,2016,7,84,12,"C",6.382752,0.30891,14.321285,0.241217,0.683284,131,1
7207702,"F",3,"pir132","7207702_6989029",6989029,2016,9,132,14.67,"F",11.094871,0.295719,13.48404,0.18654,0.824397,NA,1
7207934,"M",3,"tua211","7207538_7207934",7207538,2016,7,115,16.43,"F",12.855181,0.360504,12.220132,0.233132,0.751391,130,1
7207935,"F",2,"pir37","7207935_6401430",6401430,2015,7,53,7.57,"F",8.710747,0.324116,14.548099,0.203861,0.744188,NA,1
7207935,"F",3,"pir120","7207935_6996791",6996791,2016,8,46,5.75,"C",7.65296,0.331497,14.68643,0.241625,0.739242,NA,1
7207935,"F",4,"pir37","7207935_6401430",6401430,2017,7,16,2.29,"F",12.7284227814588,0.337309813659361,14.0002472158585,0.244401164786405,0.546773361391544,NA,1
7207935,"F",5,"pir45","7207935_6996791",6996791,2018,7,6,0.86,"C",14.5513276536312,0.332238219847374,11.1761082420967,0.214531301395606,0.658512800738825,122,1
7207953,"M",2,"pir65","3661851_7207953",3661851,2015,8,62,7.75,"C",7.48901,0.33734,12.526276,0.237788,0.786833,119,1
7207978,"M",2,"pir39","6996758_7207978",6996758,2015,6,51,8.5,"C",13.662146,0.330006,13.332717,0.243269,0.671015,125,1
7207983,"M",3,"pir18","6990970_7207983",6990970,2016,9,67,7.44,"F",11.837422,0.330694,15.380206,0.227037,0.686835,134,1
7208213,"F",4,"pir243","7208213_7207547",7207547,2018,8,29,3.62,"F",8.72421375480972,0.299057122126953,11.4692572299528,0.193644365205175,0.729513733711142,NA,1
7208618,"F",2,"pir66","7208618_7717610",7717610,2017,3,70,23.33,"F",6.96754094400138,0.293116417854057,12.6056551789293,0.226607265900675,0.601873830518977,NA,1
7208618,"F",3,"pir43","7208618_7717614",7717614,2018,6,12,2,"F",6.49039174576401,0.285332106791084,15.0688022580398,0.196211993943238,0.525725887145501,NA,1
7208618,"F",4,"pir207","7208618_7717614",7717614,2019,6,42,7,"F",5.75417374313878,0.320835142485549,9.68481074679092,0.223899451667313,0.71508102456717,127,1
7530207,"M",4,"pir85","7717631_7530207",7717631,2018,7,35,5,"C",8.66083114710696,0.350358281244028,7.94564932447691,0.231853467425181,0.860281378321803,120,1
7530220,"F",4,"pir204","7530220_6996720",6996720,2018,7,45,6.43,"C",8.20838498139913,0.32092550990912,7.66805743816981,0.244854523961748,0.777151010907074,116,1
7530315,"M",2,"pir48","6990972_7530315",6990972,2016,6,7,1.17,"C",7.596852,0.341906,11.272114,0.250349,0.650451,NA,1
7530315,"M",3,"pir47","6990972_7530315",6990972,2017,4,95,23.75,"F",11.1835663575896,0.31992376454319,16.7470940718992,0.209800388608805,0.712121550657967,NA,1
7530325,"M",2,"pir42","7532980_7530325",7532980,2016,4,59,14.75,"C",6.950861,0.3515,10.425986,0.260888,0.608755,131,1
7530325,"M",3,"pir46","6989039_7530325",6989039,2017,7,44,6.29,"F",7.90810438106836,0.325409200744876,11.1145467098822,0.213380711235132,0.729386360699217,113,1
7530325,"M",4,"pir48","8184841_7530325",8184841,2018,6,97,16.17,"F",11.0497913045769,0.320550808152527,13.9407591451834,0.235305344836821,0.729316335498202,NA,1
7530329,"M",4,"pir154","7717607_7530329",7717607,2018,6,47,7.83,"F",15.7706762349374,0.323293986312243,12.5449905241138,0.1872076823206,0.765148027331276,NA,1
7530329,"M",5,"pir159","7973480_7530329",7973480,2019,7,26,3.71,"F",9.35971157438144,0.359635743904546,9.63344598707545,0.215247998943795,0.609430739830059,104,1
7530406,"M",2,"pir39","7717482_7530406",7717482,2016,8,15,1.88,"F",13.397063,0.367633,13.237364,0.211361,0.727021,129,1
7530406,"M",3,"pir39","7973837_7530406",7973837,2017,6,43,7.17,"F",5.49577606111681,0.342376770681797,14.7468508079359,0.218427425612728,0.672721889154281,112,1
7530412,"F",2,"pir157","7530412_6996738",6996738,2015,4,17,4.25,"F",19.267222,0.316818,12.764886,0.237056,0.532168,121,1
7530433,"M",2,"pir44","6996790_7530433",6996790,2015,4,61,15.25,"F",20.553563,0.330897,16.268122,0.222003,0.717166,NA,1
7530433,"M",3,"pir208","6996790_7530433",6996790,2016,7,100,14.29,"F",13.389123,0.327005,13.703648,0.223602,0.84121,NA,1
7530433,"M",4,"pir44","6996790_7530433",6996790,2017,5,41,8.2,"F",12.513920601046,0.324497402670021,11.0226980261328,0.247060778997191,0.664245220900192,NA,1
